smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_HF(eV),HOMO_DFT(eV),op_time,LUMO(eV),LUMO_xtb(eV),LUMO_HF(eV),LUMO_DFT(eV),xtb_time,GAP(eV),GAP_xtb(eV),GAP_HF(eV),GAP_DFT(eV),crest_time,xtb1_times,TotalE,dft_hf_op_time,dft_hf_pre_opt_time,dft_hf_crest_time,dft_hf_opt_time,Times
gdb 18,CC(C)=O,-6.615087996399682,-10.9101,-11.05640413204994,-6.625808382677919,0.08938145637512207,-0.23673906034009554,-6.8264,4.51682800477469,-0.22328748550097163,0.46936964988708496,6.378348936059586,4.083690903483,15.573232136824629,6.402520897176947,2.094966411590576,0.1650235652923584,-8497.1949054572,15.992143869400024,16.44890522956848,16.337003231048584,16.268433332443237,2.8187410831451416
gdb 215,C1=CC=NC=C1,-6.851827056739778,-10.0214,-9.299404648332438,-6.7948605885764675,0.13127899169921875,-0.6122561905347299,-6.8002,3.4548000866201103,-0.5525969053963284,0.42573094367980957,6.239570866205048,3.221261783785,12.754204734952548,6.2422636831801395,2.009618043899536,0.0662233829498291,-10138.40657068303,26.853900909423828,26.479947090148926,26.578792095184326,26.275362968444824,2.6328513622283936
gdb 749,CN1N=CC=N1,-7.039585621837094,-10.9615,-9.721159523815148,-7.074958065871645,0.12924981117248535,-0.029932524870586796,-6.4827,4.319126076113822,0.12166862172247102,0.4381434917449951,7.012374235591106,4.478762904837,14.04028559992897,7.196626687594116,2.422980308532715,0.14126229286193848,-11123.238030667084,30.50817036628723,30.71555256843567,30.611797332763672,30.862323760986328,3.131635904312134
gdb 1380,N=CNC(=N)C=O,-6.884480720234963,-10.415,-10.06655614796907,-6.822587052135981,0.16529369354248047,-2.4245345145175303,-8.6496,2.4381168188528775,-1.9575706256115757,0.4566686153411865,4.459946205717432,1.765396273816,12.504672966821948,4.865016426524406,2.354597806930542,0.08767938613891602,-13648.75553106094,74.74631428718567,79.8601393699646,78.16055917739868,79.6831579208374,3.064239501953125
gdb 1392,CC#CC(C)C=O,-6.606924580525885,-10.7484,-10.0461514095985,-6.657165407102963,0.1287364959716797,-0.6966114878972928,-7.3285,4.10870104010932,-0.640405427206565,0.5944697856903076,5.910313092628592,3.419985259828,14.15485244970782,6.016759979896398,3.23441481590271,0.2911076545715332,-13125.231105273404,85.73795890808105,89.43184566497803,90.82071304321289,86.89874172210693,4.2487287521362305
gdb 1445,CCC(=O)NC=N,-7.012374235591106,-10.6723,-10.477615967789141,-6.9002432056917264,0.14262127876281738,-0.394565100566826,-7.093,4.070935968708561,-0.43151116615743224,0.45904064178466797,6.61780913502428,3.579329414029,14.548551936497702,6.468732039534294,2.9892771244049072,0.2688581943511963,-14154.826428709797,89.89080882072449,88.65286827087402,89.70042324066162,95.68041706085205,3.859797239303589
gdb 1590,CC(=O)C(O)C#C,-7.134825473698052,-11.2322,-10.65533443578362,-7.150341990998136,0.20885944366455078,-0.9932155979785617,-7.4848,3.6946414965502608,-0.9480128991425095,0.7238404750823975,6.141609875719491,3.747361657252,14.349975932333882,6.202329091855627,3.0632622241973877,0.5143437385559082,-13686.738956289557,93.96911692619324,86.73703026771545,86.83399486541748,87.91898775100708,4.510305881500244
gdb 1647,CNC(=N)C(C)=O,-6.174263539214676,-10.3427,-9.615469913925065,-6.290800295878906,0.1600172519683838,-1.5183953525261302,-7.5092,3.37559715884564,-1.0331211305441357,0.5237092971801758,4.655868186688546,2.833485476513,12.991067072770704,5.25767916533477,3.7087860107421875,1.1021502017974854,-14139.02731079378,92.47752952575684,92.24673748016357,96.51265048980713,95.96040272712708,5.494662761688232
gdb 1943,N=C1CC(O1)C=O,-7.2273441869344115,-10.9439,-11.142395945742772,-7.235186676867791,0.23009276390075684,-1.17825302445128,-8.1374,3.366240266430884,-1.3110643115495733,0.923879861831665,6.0463700238585325,2.806534419428,14.508636212173656,5.924122365318217,2.5095229148864746,0.3731045722961426,-13874.096691565643,81.06869983673096,81.6099488735199,80.70741629600525,80.98724555969238,4.036600112915039
gdb 2322,CC1CN1CC=O,-6.508963590040328,-9.8184,-9.691977739413112,-5.929756897167555,0.18090415000915527,-0.6095350519101311,-7.4086,4.106523168438628,-0.740175938004802,1.0429787635803223,5.899428538130198,2.409800551925,13.79850090785174,5.189580959162753,4.130096673965454,0.42034101486206055,-13954.292279487492,101.14101004600525,102.27436661720276,111.74295783042908,107.9450569152832,5.774320602416992
