smiles_key,SMILES,HOMO(eV),HOMO_xtb_OB(eV),HOMO_HF_OB(eV),HOMO_DFT_OB(eV),LUMO(eV),LUMO_xtb_OB(eV),LUMO_HF_OB(eV),LUMO_DFT_OB(eV),GAP(eV),GAP_xtb_OB(eV),GAP_HF_OB(eV),GAP_DFT_OB(eV),ToT Energie(eV),ToT Energie(Kcal/mol),Times(s),rmsd_pre(A),rmsd_conf(A),rmsd1_conf(A),rmsd_opt(A),rmsd1_opt(A),rdkit_time,xtb_time,crest_time,xtb_opt_time,dft_time,xtb_cal_time
gdb 4380,OC1=CN=CC(O)=N1,-6.323926111047999,-7.3872,-8.821142929370307,-6.337524694794737,-1.0775708863920002,-6.2732,2.613310546093416,-1.2142839773913185,5.246355224656,1.113947061244,11.434453475463723,5.123240717403418,-15366.620283520107,-666.3597183516428,117.4435486793518,0.02787266262005901,0.6659491434542911,0.6666454493815728,0.6667156107149511,0.0012526546450862626,1.7769882678985596,0.24501752853393555,15.330060243606567,0.2986176013946533,97.02323532104492,0.0008637905120849609
gdb 9022,CC(C#N)C#CC#C,-7.134825414443999,-8.047,-9.217773295856405,-6.771426742747634,-0.930629401884,-7.1594,0.682183053494808,-2.945184281157799,6.20419601256,0.88763155232,9.899956349351214,3.826242461589835,-12647.587137884395,-548.4512825547542,126.1909875869751,0.5370473617251547,0.47521396687696954,0.47406189395837656,0.217774957871695,0.008951068035620232,0.5859420299530029,0.6492202281951904,24.87730884552002,0.3124246597290039,96.93278193473816,0.0021140575408935547
gdb 14590,O=CNC=NCC#C,-6.957951405314,-7.7874,-8.876990746921779,-5.2551991512437315,-0.6149773240519999,-5.465,2.1210868175377415,-2.1513876196439674,6.34025294266,2.322464870101,10.998077564459521,3.103811531599764,-14735.34084510147,-638.9848512029463,185.1512656211853,0.6986893640073151,1.3920110324582506,1.3877767635945872,1.709438504246616,0.02457741111608007,0.39415931701660156,0.7990031242370605,21.017372846603394,0.3416433334350586,159.76410293579102,0.0015153884887695312
gdb 22022,NC1=CC(C=NO1)=NO,-5.317104828308,-8.0958,-6.911100611755331,-3.802216414683322,-1.208185539288,-6.3396,1.1734105859820774,-2.1774815796794393,4.10891928902,1.756148134665,8.084511197737408,1.6247348350038826,-17462.363632610603,-757.239750660046,279.72810339927673,0.35130904625465015,0.3759265715046021,0.3492350569080432,0.5067941163681354,0.03285981690560895,0.807295560836792,0.8306324481964111,19.649826765060425,0.4645407199859619,255.19978213310242,0.0026781558990478516
gdb 24412,C1OC=NC2=C1OC=N2,-6.02732200343,-8.0899,-7.660597535815408,-5.449391221543448,-0.73470742254,-6.8477,2.0444461404614613,-1.8792719966114229,5.29261458089,1.242194305684,9.705043676276869,3.570119224932025,-16701.36728271485,-724.2398258862819,248.05458688735962,0.2350976031696377,0.23623116821690943,0.235724483833441,0.002045925945507463,0.0014747087474784185,0.4891469478607178,0.47710514068603516,18.004271507263184,0.42302751541137695,225.92279624938965,0.0007791519165039062
gdb 28867,CC1=C(C)C(N)=NC=N1,-6.196032596754,-6.5096,-8.577254080273264,-5.851327593719229,-0.304767523424,-5.8953,3.2407627406679866,-0.68177212630238,5.89126507333,0.614304528515,11.81801682094125,5.169555467416849,-16381.078903172858,-710.3508073223368,312.745228767395,0.21784718170852135,0.7234163120181915,0.7251180978378293,0.716029823954037,0.009465744845195294,0.3845658302307129,0.7508101463317871,34.11453437805176,0.5695493221282959,273.9910137653351,0.0008528232574462891
gdb 29313,CC1=C(OC=C1N)C#N,-5.951130122574,-7.1933,-7.704677582065516,-5.374302821566851,-0.92518712468,-5.6063,2.228655835862033,-1.2429455102463882,5.025942997894,1.587069569401,9.93333341792755,4.131357311320463,-16105.222107406738,-698.388524573069,260.7216012477875,0.05773748352518525,0.07228253117293407,0.057744037537308286,0.03585704970011462,0.03577236428986722,0.4953160285949707,0.5263299942016602,21.74263644218445,0.43239426612854004,234.75021600723267,0.0017857551574707031
gdb 42275,O=C(C#N)C1CC2OC12,-7.548438481947999,-9.0787,-11.323654399784333,-7.47017516405109,-2.405486524168,-6.6082,1.029003164872777,-3.0938345586655482,5.14295195778,2.470441294107,12.352657564657111,4.376340605385542,-16467.925303643602,-714.1168236544773,248.98999762535095,0.21136242759824111,0.21841636270455245,0.21661356260910164,0.008896750084019075,0.0035087638243695477,1.692274570465088,0.448941707611084,23.25511074066162,0.3443787097930908,220.62890696525574,0.0015325546264648438
gdb 43049,O=C1C2CN3C2CCC13,-5.861332548708,-7.0659,-9.341108229588675,-5.615522665035222,-0.304767523424,-1.5964,2.9290905562294136,-1.607058961025196,5.556565025284,5.469448478626,12.270198785818089,4.008463704010026,-16580.948502040414,-719.0179733712873,381.83805203437805,0.1866634105444182,0.18872196604875716,0.1872235079227862,0.004056967160497169,0.003986465637937822,0.5545077323913574,0.6840720176696777,22.558915853500366,0.5275046825408936,354.76088285446167,0.0008769035339355469
gdb 45561,O=C1CC2COCC2C1,-6.604203387054,-7.544,-10.79707150063541,-6.603740789239934,-0.5959293538379999,0.0963,2.452620728744521,-1.9584137570868854,6.008274033216,7.640300384711,13.249692229379932,4.645327032153048,-17629.68336758648,-764.4954210297218,351.4940505027771,0.5709966784775632,0.700187197050848,0.6991708564700676,0.4428317889030502,0.0038034641185387117,2.064605951309204,1.367781639099121,37.631126403808594,0.5832812786102295,307.03970551490784,0.0010480880737304688
