smiles_key,SMILES,HOMO(eV),HOMO_xtb(eV),HOMO_HF(eV),HOMO_DFT(eV),LUMO(eV),LUMO_xtb(eV),LUMO_HF(eV),LUMO_DFT(eV),GAP(eV),GAP_xtb(eV),GAP_HF(eV),GAP_DFT(eV),ToT Energie(eV),ToT Energie(Kcal/mol),Times(s),rmsd_pre(A),rmsd_conf(A),rmsd1_conf(A),rmsd_opt(A),rmsd1_opt(A),rdkit_time,xtb_time,crest_time,xtb_opt_time,dft_time,xtb_cal_time
gdb 2383,CN1CC1C(C)=O,-6.182426903744,-6.9329,-9.121229670371875,-5.381259490436434,-0.65307326448,-2.2806,2.6317420527075486,-1.7324318512612775,5.529353639264,4.65228544973,11.752971723079423,3.648827639175156,-13891.045792187984,-602.3727528179502,152.46744513511658,0.8930351447823779,1.1656232574411838,1.160348433750432,0.7595307030431145,0.020931454437608923,5.570551633834839,0.9616885185241699,18.91119408607483,0.5399620532989502,123.64561915397644,0.0010235309600830078
gdb 3613,C1C2C3CC=C1C23,-5.640920321946,-7.8144,-6.872408346000053,-4.572129396982591,-0.7782456401719999,-1.9045,1.8403175033159171,-2.138872489624365,4.862674681774,5.909918340854,8.71272584931597,2.433256907358226,-11836.816715493162,-513.2929497304656,155.4359269142151,0.24232658210156702,0.2438983073703682,0.24302521785827363,0.002042943679363705,0.0012841605370450702,0.34439706802368164,0.5453715324401855,16.465423822402954,0.3620293140411377,135.1112654209137,0.0009472370147705078
gdb 6667,CC(=O)CCCC=O,-6.713048931134,-7.4353,-11.035222941910693,-6.708609108527833,-0.6122561854499999,-7.049,3.3652498090090988,-1.2674401508884923,6.100792745684,0.386320876253,14.400472750919791,5.4411689576393405,-16268.885008406583,-705.4856196143144,239.2214481830597,0.553186520696029,0.5517989360558659,0.5517705607997326,0.005700453767249299,0.0052008133508513,12.958468914031982,1.3993353843688965,31.88021683692932,0.6147146224975586,189.8958432674408,0.00168609619140625
gdb 9808,OC(C=O)C1(O)CC1,-7.066796949393999,-8.0481,-10.039490378052955,-6.403259150473377,-1.1319936584319998,-2.5687,1.7346871955049457,-2.8469566062296385,5.934803290962,5.479405405389,11.7741775735579,3.5563025442437386,-16830.433729904966,-729.836676710434,257.0181701183319,0.30579553365511875,1.6689855841103487,1.6597646612838235,1.6343867722194432,0.017774275343329062,1.3374402523040771,0.5521161556243896,21.472838640213013,0.6428253650665283,230.5555717945099,0.0007872581481933594
gdb 21743,O1C=CN2N=CN=C12,-6.81645219801,-8.0966,-8.531660287069284,-6.310874646588042,-0.356469156862,-6.2198,2.2600010002153157,-1.6233089256675937,6.459983041148,1.876802061643,10.791661287284601,4.687565720920448,-14295.89313543044,-619.9285950682968,123.03843140602112,0.044785414386536306,0.1943259528797443,0.194021214222305,0.19287129629834857,0.0030138800397535403,0.29799461364746094,0.2628917694091797,14.493406772613525,0.23172998428344727,105.36227035522461,0.0012323856353759766
gdb 25144,O=C1NC=NC(=C1)C#N,-7.371564472817999,-8.9417,-9.478238857842282,-6.9923096307781,-2.51705320685,-7.4608,0.5671657223459182,-3.0187364901404825,4.854511265968,1.480852686166,10.0454045801882,3.973573140637617,-15647.876310839301,-678.5561339388826,246.2599081993103,0.11226893831929152,0.11556471353293178,0.11269145853777687,0.16539983916395332,0.005368780660610424,2.954037666320801,0.38457536697387695,21.217230081558228,0.444058895111084,218.94006085395813,0.0009016990661621094
gdb 26287,CN(C)C1=CN=CN=C1,-5.668131707966,-6.7725,-8.017951144028519,-5.4280840321477495,-0.7564765313559999,-5.9533,2.5592629343693543,-1.246668043213486,4.91165517661,0.819202612672,10.577214078397873,4.181415988934264,-16383.459660487708,-710.4540467298652,326.7742335796356,0.5409492382796055,1.2185932300180295,1.214267986575871,1.0251401265305977,0.017124750034182616,5.319143056869507,0.8672983646392822,31.780096769332886,0.6099514961242676,285.725248336792,0.0016779899597167969
gdb 33699,C#CC12C=CC3C1CN23,-6.002831756011999,-8.6385,-6.408294576505403,-4.6470309427332985,-0.4163342061059999,-5.605,-0.0628413231649355,-3.162514516109172,5.589218688508,3.033503528649,6.345453253340468,1.4845164266241264,-14689.186750148778,-636.9834202346524,437.32711839675903,0.8226393587859694,0.8278009989977684,0.8239790464190638,0.008894363284282197,0.007743463504742965,0.9337832927703857,0.7549982070922852,26.821971893310547,0.8473358154296875,404.3611159324646,0.0008416175842285156
gdb 42796,O=C1C2CNC(=O)C1O2,-6.889922940263999,-8.4329,-10.866340915625745,-6.755798657415654,-1.200022123482,-6.6057,1.6921683256667142,-2.595685051460336,5.689900816782,1.827127758544,12.558509241292459,4.160113605955318,-17716.426032826395,-768.2569389765362,330.07683658599854,0.21316402659225758,0.213557505894649,0.21313197917502572,0.005631980856762227,0.005703275525434631,0.40184831619262695,0.7281463146209717,22.989704132080078,0.4763360023498535,302.46517729759216,0.0019130706787109375
gdb 42849,O=C1C2OC1C1CCC21,-6.742981455756,-8.1146,-9.806312866896622,-6.267397997373108,-0.39456509729,-2.4934,2.1481925688157792,-2.377219493373557,6.348416358466,5.621273082212,11.954505435712402,3.8901785039995516,-16955.628284137,-735.2656263661164,410.9943468570709,0.13232745732538526,0.1322710767805271,0.1324423840620088,0.011429188181392486,0.012313574224723331,0.3705408573150635,0.9658844470977783,23.37137460708618,0.7246627807617188,382.94591879844666,0.002966642379760742
