smiles,pce_pcbm_sas,pce_pcdtbt_sas,pce_1,pce_2,sas
c1sc(-c2[SiH2]c(cc2)-c2ccc(-c3scc4occc34)c3cscc23)c2Cccc12,-1.061257016704868,-4.382104801968961,3.3208477852640925,0.0,4.382104801968961
c1ccc(C2=Cc3oc4c(c3C2)c2c[nH]cc2c2ccc3=CCC=c3c42)c2ccccc12,-3.1882645336589026,-3.607923761626705,0.4196592279678022,0.0,3.607923761626705
c1cc2sc3cc4ccc5cscc5c4cc3c2c2cCcc12,-0.7673704815771885,-3.3614862612681486,2.59411577969096,0.0,3.3614862612681486
[nH]1c2cc(-c3ccc[se]3)c3c[nH]cc3c2c2c1c1[se]ccc1c1=CCC=c21,-3.5726585264015753,-4.618361859273919,1.0457033328723435,0.0,4.618361859273919
[SiH2]1C=CC=C1c1cc2sc3c4[se]ccc4c4cocc4c3c2c2cocc12,-1.6752788742267564,-4.853093483205543,3.177814608978786,0.0,4.853093483205543
c1cc2oc3c4sc(cc4c4nsnc4c3c2s1)-c1scc2cc[se]c12,1.20882986084258,-4.186104637392655,5.394934498235235,0.0,4.186104637392655
[nH]1c(cc2ccc3c4[SiH2]C=Cc4cnc3c12)-c1cccc2cscc12,-1.6438856274208318,-3.718176774638181,2.074291147217349,0.0,3.718176774638181
c1cc2c(cn1)c1c3cocc3c3cc(ccc3c1c1=C[SiH2]C=c21)-c1cccc2nsnc12,1.98721140594078,-3.8241095768666495,5.8113209828074295,0.0,3.8241095768666495
c1Cc(cc1)-c1sc(-c2sc(c3Cccc23)-c2scc3[nH]ccc23)c2occc12,-2.8414022998462185,-4.085613462635283,1.2442111627890649,0.0,4.085613462635283
[nH]1c2ccncc2c2ncc3cc([se]c3c12)-c1ccccn1,-0.5243347722017995,-3.31068909145249,2.7863543192506905,0.0,3.31068909145249
c1ccc(-c2ccc(o2)-c2ccc(s2)-c2ncncn2)c2cscc12,2.6679826394002912,-2.971014313099719,5.63899695250001,0.0,2.971014313099719
c1ccc(nc1)-c1cnc2c(c1)c1ccccc1c1c3ccccc3cnc21,-0.12269052406650127,-2.359722929278048,2.2370324052115467,0.0,2.359722929278048
c1ccc([se]1)-c1cc2[se]c3c(ccc4ccc5cscc5c34)c2c2=CCC=c12,-1.0501994642585628,-4.299214687519806,3.249015223261243,0.0,4.299214687519806
[nH]1c2cc(cnc2c2oc3cccnc3c12)-c1cccc2cscc12,-0.8598826052951156,-2.9874949284843346,2.127612323189219,0.0,2.9874949284843346
[nH]1c(cc2cnc3c(c4cscc4c4ccc5cscc5c34)c12)-c1ccc[se]1,-1.1887175650654478,-3.837855896311015,2.649138331245567,0.0,3.837855896311015
[nH]1c(cc2Cc3c(-c12)c1nsnc1c1cc[se]c31)-c1scc2[se]ccc12,0.5541797672992237,-4.648335406623422,5.202515173922646,0.0,4.648335406623422
[nH]1cccc1-c1cc2c3cscc3c3c4ncccc4c4=C[SiH2]C=c4c3c2[nH]1,-1.075036642141015,-4.024012489717609,2.9489758475765937,0.0,4.024012489717609
c1ccc(s1)-c1cc2c3nsnc3c3ccc4cscc4c3c2c2=C[SiH2]C=c12,2.1523369348736985,-3.9873284237835422,6.139665358657241,0.0,3.9873284237835422
c1cc2Cc3c([se]c4ccc5ccccc5c34)c2[se]1,-2.0170029029710745,-3.7698732350224926,1.752870332051418,0.0,3.7698732350224926
[nH]1c(cc2[SiH2]C3=C(CC=C3)c12)-c1ccccc1,-3.0620108071366072,-3.5519199755057143,0.489909168369107,0.0,3.5519199755057143
c1sc(-c2cc3c4cocc4c4c(ncc5ccc6ccccc6c45)c3[se]2)c2ccoc12,-0.5892521960430983,-3.7569228000882458,3.1676706040451474,0.0,3.7569228000882458
c1sc(-c2ccc(cc2)-c2ccc(cc2)-c2scc3cc[se]c23)c2occc12,-1.3322633170984102,-3.2867328193879377,1.9544695022895275,0.0,3.2867328193879377
c1sc(-c2ccc3c(c2)sc2ccc4=C[SiH2]C=c4c32)c2[se]ccc12,-2.699599546821484,-4.30632126552848,1.6067217187069958,0.0,4.30632126552848
c1ccc(cc1)-c1ccc2c(c1)[se]c1c2ccc2cccnc12,-0.8651161284209123,-2.566508334846745,1.7013922064258324,0.0,2.566508334846745
c1sc(-c2cc3cnc4c(ccc5ccc6cocc6c45)c3s2)c2cc[nH]c12,-1.2736387038162902,-3.4457460062011247,2.1721073023848345,0.0,3.4457460062011247
C1C=c2ccc3ccc4c(ccc5cc(C6=CC=CC6)c6nsnc6c45)c3c2=C1,0.511723294102536,-3.5385551071976185,4.0502784013001545,0.0,3.5385551071976185
c1ccc(-c2sc(-c3sc(-c4nccc5nsnc45)c4ccoc34)c3occc23)c2cscc12,3.7749409098671642,-3.810091952151524,7.585032862018688,0.0,3.810091952151524
[nH]1ccc2oc3c4[nH]c(cc4[nH]c3c12)-c1ncncn1,-1.731663549425951,-3.601360410776053,1.869696861350102,0.0,3.601360410776053
[nH]1c2C=C([SiH2]c2c2[SiH2]c3ccc4nsnc4c3-c12)c1nccs1,0.6534112864411643,-4.677173886686209,5.330585173127373,0.0,4.677173886686209
c1sc(-c2sc(c3Cccc23)-c2ncc(-c3scc4[nH]ccc34)c3nsnc23)c2sccc12,0.9081011103183494,-4.10034034609742,5.0084414564157695,0.0,4.10034034609742
C1C=c2c(cc3ccccc3c2=C1)-c1cnc2C=C[SiH2]c2c1,-2.130809103998078,-3.900207972571372,1.7693988685732938,0.0,3.900207972571372
[SiH2]1C=Cc2c1c1cc3c4c[nH]cc4c(cc3cc1c1c[nH]cc21)-c1nccc2nsnc12,-0.35409795171312286,-4.193780492395938,3.839682540682815,0.0,4.193780492395938
